left,right,periods,mean_rank_corr
ebitda_ev_yield,low_leverage,77,0.42151381893002243
ebitda_ev_yield,momentum_12_1,64,0.22214457904211954
ebitda_ev_yield,momentum_6_1,70,0.18108142373160552
ebitda_ev_yield,short_reversal,76,-0.041103760647681224
ebitda_ev_yield,beta_high,71,0.15929313704328893
ebitda_ev_yield,beta_low,71,-0.15929313704328893
ebitda_ev_yield,low_total_volatility,71,-0.14463318233327913
ebitda_ev_yield,low_idio_volatility,71,-0.10062076016215181
small_size,size_log_mcap,63,-1.0
small_size,operating_profitability_approx,63,-0.36153523118424863
small_size,gross_profitability,51,-0.30399632679477634
small_size,roe_standalone,63,-0.3113556507308063
small_size,roa_standalone,63,-0.35310289543628287
small_size,accrual_quality,51,-0.09909090708363295
small_size,piotroski_lite,63,-0.3264397143376862
small_size,conservative_investment,63,-0.06619417456526777
small_size,low_leverage,63,-0.04747440628020169
small_size,momentum_12_1,63,0.20578817223538698
small_size,momentum_6_1,63,0.1271640973217371
small_size,short_reversal,63,-0.01400491579446003
small_size,beta_high,63,0.17128402103206253
small_size,beta_low,63,-0.17128402103206253
small_size,low_total_volatility,63,-0.6353921896782494
small_size,low_idio_volatility,63,-0.675931148280513
size_log_mcap,operating_profitability_approx,63,0.36153523118424863
size_log_mcap,gross_profitability,51,0.30399632679477634
size_log_mcap,roe_standalone,63,0.3113556507308063
size_log_mcap,roa_standalone,63,0.35310289543628287
size_log_mcap,accrual_quality,51,0.09909090708363295
size_log_mcap,piotroski_lite,63,0.3264397143376862
size_log_mcap,conservative_investment,63,0.06619417456526777
size_log_mcap,low_leverage,63,0.04747440628020169
size_log_mcap,momentum_12_1,63,-0.20578817223538698
size_log_mcap,momentum_6_1,63,-0.1271640973217371
size_log_mcap,short_reversal,63,0.01400491579446003
size_log_mcap,beta_high,63,-0.17128402103206253
size_log_mcap,beta_low,63,0.17128402103206253
size_log_mcap,low_total_volatility,63,0.6353921896782494
size_log_mcap,low_idio_volatility,63,0.675931148280513
operating_profitability_approx,gross_profitability,51,0.5152598402910428
operating_profitability_approx,roe_standalone,77,0.8847850509569034
operating_profitability_approx,roa_standalone,77,0.7871259093315914
operating_profitability_approx,accrual_quality,51,0.17730955302932494
operating_profitability_approx,piotroski_lite,77,0.2336384251118947
operating_profitability_approx,conservative_investment,75,0.09734736614225012
operating_profitability_approx,low_leverage,77,-0.2825105126428843
operating_profitability_approx,momentum_12_1,64,-0.14403489098831124
operating_profitability_approx,momentum_6_1,70,-0.047261217405063734
operating_profitability_approx,short_reversal,76,0.03795378227818198
operating_profitability_approx,beta_high,71,-0.08509324341368321
operating_profitability_approx,beta_low,71,0.08509324341368321
operating_profitability_approx,low_total_volatility,71,0.23877189846748317
operating_profitability_approx,low_idio_volatility,71,0.28566047905344766
gross_profitability,roe_standalone,51,0.3630605433839569
gross_profitability,roa_standalone,51,0.6097748490169005
gross_profitability,accrual_quality,51,0.2173413477655081
gross_profitability,piotroski_lite,51,0.1908485373767593
gross_profitability,conservative_investment,51,-0.07295006129874926
gross_profitability,low_leverage,51,0.12241354900783126
gross_profitability,momentum_12_1,51,-0.14662940609178673
gross_profitability,momentum_6_1,51,-0.06754725271997718
gross_profitability,short_reversal,51,0.034495603997375605
gross_profitability,beta_high,51,-0.3791061289191774
gross_profitability,beta_low,51,0.3791061289191774
gross_profitability,low_total_volatility,51,0.3653833394020783
gross_profitability,low_idio_volatility,51,0.34720265516257737
roe_standalone,roa_standalone,77,0.7359304056655476
roe_standalone,accrual_quality,51,0.13973859401755956
roe_standalone,piotroski_lite,77,0.2157096609430356
roe_standalone,conservative_investment,75,0.15879916314317385
roe_standalone,low_leverage,77,-0.27460580409411656
roe_standalone,momentum_12_1,64,-0.12276753340104021
roe_standalone,momentum_6_1,70,-0.04724128995852225
roe_standalone,short_reversal,76,0.043991951567144576
roe_standalone,beta_high,71,-0.042880824764549276
roe_standalone,beta_low,71,0.042880824764549276
roe_standalone,low_total_volatility,71,0.17364090319681288
roe_standalone,low_idio_volatility,71,0.21819879514883372
roa_standalone,accrual_quality,51,0.12864861821314813
roa_standalone,piotroski_lite,77,0.30950822568082387
roa_standalone,conservative_investment,75,0.1477793289037145
roa_standalone,low_leverage,77,-0.11381286709279734
roa_standalone,momentum_12_1,64,-0.021889155166870608
roa_standalone,momentum_6_1,70,0.01548745142328482
roa_standalone,short_reversal,76,0.006946410298872137
roa_standalone,beta_high,71,-0.09942801351301703
roa_standalone,beta_low,71,0.09942801351301703
roa_standalone,low_total_volatility,71,0.2617474293732914
roa_standalone,low_idio_volatility,71,0.3068823456667272
accrual_quality,piotroski_lite,51,0.2146480213375408
accrual_quality,conservative_investment,51,0.14821490876696272
accrual_quality,low_leverage,51,-0.10787946496557753
accrual_quality,momentum_12_1,51,-0.09238953625521974
accrual_quality,momentum_6_1,51,-0.057769999568039215
accrual_quality,short_reversal,51,-0.016933545629809744
accrual_quality,beta_high,51,-0.009810704560414234
accrual_quality,beta_low,51,0.009810704560414234
accrual_quality,low_total_volatility,51,0.007957083843933042
accrual_quality,low_idio_volatility,51,0.01948218374646452
piotroski_lite,conservative_investment,75,-0.02282618554798748
piotroski_lite,low_leverage,77,0.2162741771076758
piotroski_lite,momentum_12_1,64,0.07333095221964067
piotroski_lite,momentum_6_1,70,0.02847227869703695
piotroski_lite,short_reversal,76,-0.03269535846315075
piotroski_lite,beta_high,71,-0.13147976647015863
piotroski_lite,beta_low,71,0.13147976647015863
piotroski_lite,low_total_volatility,71,0.2830204189567571
piotroski_lite,low_idio_volatility,71,0.29759809551209065
conservative_investment,low_leverage,75,-0.22982632499901215
conservative_investment,momentum_12_1,64,-0.08158852749683224
conservative_investment,momentum_6_1,70,-0.08331997351867967
conservative_investment,short_reversal,73,0.055652330140515315
conservative_investment,beta_high,71,-0.06995774528199954
conservative_investment,beta_low,71,0.06995774528199954
conservative_investment,low_total_volatility,71,0.0069047964020393605
conservative_investment,low_idio_volatility,71,0.04750485716367122
low_leverage,momentum_12_1,64,0.1145489947895851
low_leverage,momentum_6_1,70,0.09111226445481195
low_leverage,short_reversal,76,-0.05471434500185303
low_leverage,beta_high,71,0.022591400584203475
low_leverage,beta_low,71,-0.022591400584203475
low_leverage,low_total_volatility,71,0.0182647990689977
low_leverage,low_idio_volatility,71,0.03533116864952089
momentum_12_1,momentum_6_1,64,0.6233981449441062
momentum_12_1,short_reversal,64,-0.10055771979128209
momentum_12_1,beta_high,64,0.28638448042832043
momentum_12_1,beta_low,64,-0.28638448042832043
momentum_12_1,low_total_volatility,64,-0.28234544739344436
momentum_12_1,low_idio_volatility,64,-0.28510762406860646
momentum_6_1,short_reversal,70,-0.03946771738984148
momentum_6_1,beta_high,70,0.20523825221019493
momentum_6_1,beta_low,70,-0.20523825221019493
momentum_6_1,low_total_volatility,70,-0.17817543233397848
momentum_6_1,low_idio_volatility,70,-0.18175318036937282
short_reversal,beta_high,71,-0.06773624021359505
short_reversal,beta_low,71,0.06773624021359505
short_reversal,low_total_volatility,71,0.06072220628721836
short_reversal,low_idio_volatility,71,0.05687664155517286
beta_high,beta_low,71,-1.0
beta_high,low_total_volatility,71,-0.5518953309206042
beta_high,low_idio_volatility,71,-0.43632401876684695
beta_low,low_total_volatility,71,0.5518953309206042
beta_low,low_idio_volatility,71,0.43632401876684695
low_total_volatility,low_idio_volatility,71,0.970572225354281
